id,Novel,NewActor,Extent-v,AvgMotion-v,PersonSize,People,#Actions
3LUUF,,,,,187.29,,
NWFOF,,,,,239.62,,
NGWRE,,,,,83.204,,
ZWVNF,,,,,130.12,,
2I871,,,,,148.11,,
BFVDN,,,,,168.85,,
Z7UOT,,,,,221.09,,
1EJKT,,,,,160.24,,
OGK5Y,,,,,117.41,,
9XFJX,,,,,116.9,,
VCV6A,,,,,251.28,,
W4Z9Z,,,,,124.89,,
UEC1F,,,,,153.68,,
5XEOB,,,,,175.68,,
VOWY1,,,,,202.1,,
I8LEO,,,,,192.53,,
NL1WG,,,,,220.34,,
7BL9D,,,,,150.3,,
T8O8Y,,,,,194.45,,
SW64W,,,,,160.98,,
4OJZ9,,,,,152.47,,
8W0XJ,,,,,158.7,,
39TDM,,,,,136.35,,
X9Q1A,,,,,120.62,,
Z3DBQ,,,,,190.82,,
OIXA4,,,,,120.62,,
JNQOB,,,,,153.62,,
FJM2Y,,,,,168.71,,
C0EJT,,,,,205.22,,
LYXGZ,,,,,106.37,,
N588B,,,,,60.511,,
KS85E,,,,,187.24,,
JNWX7,,,,,135.5,,
81DW6,,,,,116.74,,
2K6OY,,,,,134.85,,
654CH,,,,,121.82,,
TS75H,,,,,110.4,,
A6GZT,,,,,229.19,,
AIOTI,,,,,171.77,,
QHNTC,,,,,166.84,,
J2DBI,,,,,196.51,,
0R6K4,,,,,168.02,,
7UP0Q,,,,,114.96,,
IHGNV,,,,,168.66,,
SBOI8,,,,,184.99,,
OOWJ9,,,,,29.451,,
M91YM,,,,,221.68,,
LF49A,,,,,139.34,,
WBBTU,,,,,157.23,,
0POYO,,,,,110.33,,
3GY40,,,,,119.69,,
5QJNP,,,,,97.366,,
5GPOJ,,,,,79.214,,
E9EKR,,,,,146.73,,
K3193,,,,,75.967,,
VX7P0,,,,,142.85,,
6E7Q4,,,,,178.8,,
G41CL,,,,,149.59,,
5UUEP,,,,,150.92,,
7CBNR,,,,,170.89,,
S0LA8,,,,,148.25,,
YBVVZ,,,,,166.13,,
386XM,,,,,167.87,,
83XF0,,,,,162.67,,
PAWAE,,,,,158.9,,
00ZCA,,,,,117.7,,
KLP7V,,,,,162.19,,
JCWVV,,,,,116.18,,
0L07S,,,,,132.37,,
NF9ZR,,,,,167.19,,
2O6RB,,,,,146.49,,
013SD,,,,,195.79,,
AAGZ2,,,,,139.52,,
I7DWS,,,,,196.15,,
CA8KS,,,,,214.9,,
BKC9E,,,,,164.21,,
OSCS2,,,,,181.56,,
D3PPI,,,,,141.58,,
2OY8R,,,,,109.28,,
DUEEE,,,,,154.36,,
KHXGJ,,,,,123.13,,
28D7L,,,,,230.63,,
QQUI7,,,,,128.99,,
78SO8,,,,,191.41,,
AFAXI,,,,,124.65,,
ROEB7,,,,,112.41,,
G9IUG,,,,,132.27,,
FIZXP,,,,,168,,
WFJJE,,,,,169.06,,
0N7OQ,,,,,145.9,,
Q24OC,,,,,183.59,,
VQP1L,,,,,126.6,,
F0N38,,,,,162.32,,
ITJZB,,,,,109.18,,
1BUFQ,,,,,112.15,,
MKDCU,,,,,63.308,,
WMR4G,,,,,226.63,,
VXF18,,,,,87.468,,
LCEM0,,,,,192.52,,
77UTO,,,,,218.57,,
4NRPM,,,,,144.57,,
JCBDT,,,,,155.04,,
BL9JK,,,,,168.08,,
2RJF6,,,,,152.88,,
VVTJJ,,,,,232.03,,
KUBUA,,,,,120.97,,
XMINJ,,,,,151.87,,
FI2TP,,,,,195.21,,
UWL8I,,,,,133.24,,
IM3I0,,,,,193.27,,
RIV6I,,,,,101.33,,
KELYK,,,,,77.865,,
5HWX0,,,,,104.5,,
7KEON,,,,,131.66,,
OSVF7,,,,,127.76,,
12N1H,,,,,135.34,,
Q2Z3E,,,,,133.44,,
MOT57,,,,,153.71,,
5I330,,,,,160.64,,
X29NF,,,,,136.26,,
38TF8,,,,,123.43,,
25QPB,,,,,161.51,,
TC96C,,,,,109.18,,
LRJS4,,,,,166.41,,
49NHJ,,,,,146.37,,
JO8M2,,,,,168.67,,
ZKNHG,,,,,169.75,,
PWC0F,,,,,149.09,,
CNVZX,,,,,168.38,,
T7N6A,,,,,141.67,,
XC9EY,,,,,129.64,,
CKUYC,,,,,186.6,,
VYD9P,,,,,160.71,,
QXBTG,,,,,170.74,,
RR8M2,,,,,215.53,,
3H0PT,,,,,218.13,,
S2KYK,,,,,133.54,,
EWO2A,,,,,129.9,,
D87LI,,,,,163.56,,
FPFFN,,,,,159.79,,
VMRAV,,,,,181.7,,
79QDP,,,,,151.94,,
F8M2Y,,,,,126.54,,
2ECXI,,,,,123.74,,
DP7KP,,,,,211,,
1AC4H,,,,,238.64,,
0ACZ8,,,,,153.57,,
CW645,,,,,205.33,,
G2VOP,,,,,147.64,,
DQ1TU,,,,,153.64,,
4UYGY,,,,,93.115,,
DD9YS,,,,,189.88,,
2MNJT,,,,,169.31,,
JSY2I,,,,,157.39,,
TID9N,,,,,194.5,,
H5DQ6,,,,,163.53,,
GYRQH,,,,,197.82,,
NYZL3,,,,,263.63,,
8FP8X,,,,,160.16,,
K1X2C,,,,,164.73,,
NK9RX,,,,,173.79,,
NBAGZ,,,,,205.11,,
9EP7R,,,,,132.74,,
CII5H,,,,,232.65,,
LB4AR,,,,,163.44,,
Q3M8J,,,,,178.82,,
5AE54,,,,,164.36,,
L1O0N,,,,,171.59,,
L8T4O,,,,,174.2,,
X898O,,,,,109.32,,
KUBPN,,,,,146.18,,
1L7XE,,,,,117.89,,
3D0WV,,,,,163.33,,
Q5BXH,,,,,157.05,,
DQGYG,,,,,121.52,,
BZ189,,,,,205,,
DOL47,,,,,126.17,,
2KAWJ,,,,,94.831,,
BJO5X,,,,,192.61,,
00N38,,,,,154.6,,
7ARCD,,,,,165.51,,
F9RY4,,,,,176.87,,
DUAOJ,,,,,253.18,,
LE5F4,,,,,151.11,,
TZR9Q,,,,,98.813,,
UB9CA,,,,,151.19,,
N78RL,,,,,160.34,,
6JB5R,,,,,212.85,,
QQD2X,,,,,166.86,,
JSTSD,,,,,109.13,,
FO2RD,,,,,155.91,,
43UDQ,,,,,123.91,,
Q81A4,,,,,221.62,,
ZFT87,,,,,175.13,,
65RS3,,,,,146.64,,
EI1W1,,,,,138.34,,
T82IE,,,,,132.27,,
I5LAC,,,,,163.57,,
HB4AB,,,,,242.07,,
VZY0C,,,,,162.45,,
EYABM,,,,,138.32,,
7QH3I,,,,,202.12,,
IYD9U,,,,,166.45,,
PSPMA,,,,,121.96,,
VZCMU,,,,,163.1,,
VBML2,,,,,212.83,,
UR6CU,,,,,137.36,,
2NKX2,,,,,131.6,,
830OE,,,,,216.25,,
LTA22,,,,,258.02,,
N93LD,,,,,159.26,,
Q04US,,,,,168.07,,
4MFE0,,,,,210.19,,
MSW4E,,,,,170.69,,
KXO5Q,,,,,167.43,,
PV745,,,,,79.721,,
9X8YH,,,,,151.74,,
R1S1Z,,,,,135.14,,
JQLD3,,,,,155.87,,
G752J,,,,,187.05,,
FPXL7,,,,,213.81,,
RDUOV,,,,,225.88,,
7H7PN,,,,,146.83,,
D85MK,,,,,191.62,,
AOBWQ,,,,,149.01,,
DJ6ZW,,,,,159.83,,
B76OZ,,,,,236.44,,
8AKRP,,,,,210.12,,
SFWBN,,,,,184.42,,
EVHAZ,,,,,135.35,,
KWQKH,,,,,159.01,,
WXUZK,,,,,146.41,,
YLRVT,,,,,232.17,,
VE5DN,,,,,119.61,,
D1UWI,,,,,214,,
OD1A5,,,,,185.34,,
DWBS3,,,,,109.75,,
9WX7N,,,,,163.88,,
GIW6N,,,,,238.23,,
1HAYV,,,,,125.71,,
FKGY7,,,,,268.69,,
6PQZE,,,,,203.41,,
83654,,,,,155.16,,
W8TE5,,,,,164.11,,
3A400,,,,,156.09,,
A53A6,,,,,123.98,,
U0X4P,,,,,153.22,,
XE4FF,,,,,84.633,,
2S6V7,,,,,108.35,,
NQPM5,,,,,207.94,,
S2EXT,,,,,162.23,,
KJ8G2,,,,,200.87,,
FXC28,,,,,191.85,,
KZN8C,,,,,152.31,,
QBOOH,,,,,223.58,,
O5TU5,,,,,97.367,,
CTOQR,,,,,184.65,,
KZW3K,,,,,162.25,,
G13QI,,,,,85.599,,
0DUQS,,,,,178.01,,
OMHFD,,,,,193.72,,
X5E6E,,,,,215.48,,
ZZ9RN,,,,,144.04,,
1TWH6,,,,,170.34,,
NA5F9,,,,,133.27,,
9D6WC,,,,,258.45,,
WMD0E,,,,,199.57,,
K0Y6X,,,,,170.77,,
6FYKZ,,,,,136.91,,
O5SWQ,,,,,181.73,,
5P6HZ,,,,,40.848,,
U1OYB,,,,,112.25,,
NRYS3,,,,,153.47,,
GF6TR,,,,,107.63,,
VDK6L,,,,,178.5,,
2TU40,,,,,148.77,,
5JVMD,,,,,165.84,,
RJ8WY,,,,,165.12,,
6U8AV,,,,,155.39,,
Q5Y02,,,,,144.12,,
FNPOB,,,,,163.39,,
SU2UY,,,,,112.57,,
LK13H,,,,,190.19,,
GWQ73,,,,,169.65,,
6NWDR,,,,,145.99,,
MOQIU,,,,,119.75,,
Y8ON2,,,,,103.21,,
P0ILN,,,,,198.37,,
K0Z9V,,,,,121.43,,
9M5UE,,,,,210.21,,
QMTF2,,,,,202.83,,
RG1XI,,,,,171.17,,
OHNF4,,,,,164.48,,
LVTRJ,,,,,206.22,,
COBEK,,,,,262.12,,
34J80,,,,,122.55,,
B8WPE,,,,,152.91,,
JMTI2,,,,,194.64,,
PQH3Q,,,,,154.4,,
0UFGC,,,,,113.23,,
I005F,,,,,201.91,,
J4TLX,,,,,129.06,,
86X97,,,,,192.97,,
BCX7K,,,,,158,,
88TCK,,,,,184.58,,
CZ0MP,,,,,253.58,,
TCM46,,,,,208.4,,
40309,,,,,143.27,,
TOE9V,,,,,157.78,,
F0CMM,,,,,116.79,,
TD2DR,,,,,165.57,,
CPFLM,,,,,66.786,,
00YZL,,,,,134.17,,
QSQK2,,,,,227.07,,
ERC0T,,,,,227.06,,
IKBYS,,,,,200.41,,
IHVOF,,,,,174.4,,
DIDRB,,,,,164.13,,
G1JBI,,,,,248.68,,
X1R6D,,,,,253.26,,
RGE8C,,,,,127.33,,
EY6P4,,,,,167.61,,
3LLSZ,,,,,154.26,,
UFWD5,,,,,166.57,,
V1JIC,,,,,102.6,,
O441U,,,,,222.64,,
56U6A,,,,,115.72,,
X8DZV,,,,,114.12,,
TGUKM,,,,,158.52,,
HS521,,,,,174.05,,
F7AIA,,,,,132.1,,
VURS5,,,,,87.884,,
2GGH3,,,,,234.99,,
6BUU6,,,,,88.39,,
4DAGZ,,,,,101.09,,
G5ZOK,,,,,182.76,,
8JTF4,,,,,203.92,,
MTZ0T,,,,,257.43,,
EE6R2,,,,,218.85,,
CP3Q6,,,,,220.65,,
J1YJ6,,,,,108.25,,
SG99Q,,,,,160.23,,
2H56B,,,,,115.62,,
PABBK,,,,,95.328,,
3G3PH,,,,,144.19,,
1D2OX,,,,,129.99,,
CR1OK,,,,,91.071,,
LKKQQ,,,,,240.42,,
TZL6H,,,,,206.78,,
V115C,,,,,154.25,,
U1BQ0,,,,,140.26,,
X084M,,,,,174.71,,
H94MQ,,,,,148.86,,
FL4NG,,,,,214.52,,
AOQ7C,,,,,183.33,,
HLUMT,,,,,138.99,,
CM0F0,,,,,207.09,,
3YY88,,,,,222.07,,
Y2TNP,,,,,148.74,,
3RN5M,,,,,194.63,,
MJVDK,,,,,155.01,,
G5819,,,,,75.526,,
RLHFZ,,,,,136.53,,
FD9A5,,,,,235.11,,
3OQ81,,,,,156.24,,
G6MYM,,,,,165.86,,
RSJ0T,,,,,125.26,,
I4N6K,,,,,155.4,,
8J5S4,,,,,149.09,,
A4SR3,,,,,159.37,,
CW9VO,,,,,167.35,,
XHL3Z,,,,,129.45,,
FZIW9,,,,,101.88,,
NY0IW,,,,,188.64,,
LXJ86,,,,,88.602,,
CK0FH,,,,,142.93,,
KNN3G,,,,,148.15,,
AMIHY,,,,,140.56,,
5BTFZ,,,,,159.8,,
9ONDD,,,,,114.07,,
Q3UAN,,,,,169.91,,
POU1Z,,,,,102.39,,
BKEYX,,,,,252.23,,
8VRJP,,,,,157.3,,
QUGLP,,,,,119.21,,
JKZUM,,,,,146.92,,
D8HN1,,,,,196.91,,
XMF8Y,,,,,92.482,,
MWAGL,,,,,156.87,,
DVBVZ,,,,,186.22,,
UN86L,,,,,170.02,,
L8Y8D,,,,,134.01,,
W495O,,,,,165.66,,
G82VI,,,,,138.89,,
9O0HH,,,,,152.67,,
3JSX7,,,,,175.39,,
80YWL,,,,,222.48,,
RSFII,,,,,140.6,,
RSWXX,,,,,222.05,,
MXW4N,,,,,149.65,,
KI34A,,,,,102.78,,
FRLW2,,,,,213.57,,
SA7GL,,,,,152.64,,
44Y6S,,,,,160.46,,
5FYKE,,,,,116.76,,
G9JMG,,,,,220.3,,
I8QJN,,,,,130.11,,
3CIVD,,,,,127.15,,
IXL74,,,,,169.55,,
3C36H,,,,,178.42,,
00HFP,,,,,167.13,,
XNYAH,,,,,221.73,,
VB1HT,,,,,121.84,,
0TQZQ,,,,,59.437,,
PD30D,,,,,159.75,,
KGMA5,,,,,242.82,,
D2YPY,,,,,174.17,,
XJOJL,,,,,119.22,,
VTIUW,,,,,232.62,,
LDST7,,,,,175.63,,
K8H4G,,,,,168.47,,
537I0,,,,,159.4,,
V4CMN,,,,,216.49,,
4KOBZ,,,,,150.48,,
4JQBM,,,,,201.21,,
T7T0S,,,,,166.27,,
6W2MO,,,,,163.05,,
RVWK8,,,,,233.44,,
5TUZW,,,,,155.42,,
C1A2T,,,,,126.76,,
A45RV,,,,,216.81,,
TCQXI,,,,,230.98,,
R9NRA,,,,,62.2,,
0RPJX,,,,,119.91,,
91H2P,,,,,172.31,,
35W7G,,,,,183.97,,
3YVPG,,,,,114.04,,
SAK7K,,,,,166.34,,
07RDG,,,,,158.04,,
8NW4J,,,,,133.63,,
74S1R,,,,,155.46,,
X9ULK,,,,,172.06,,
L5ZAB,,,,,131.82,,
LZ8Z0,,,,,202.84,,
52CKM,,,,,173.48,,
YTV2H,,,,,231.83,,
GXVX8,,,,,227.54,,
A6JLX,,,,,158.24,,
VAAXH,,,,,170.7,,
BB25Z,,,,,139.17,,
R0OGE,,,,,185.77,,
EN0CD,,,,,164.49,,
OVEXF,,,,,196.65,,
YO9NC,,,,,199.99,,
N7X3T,,,,,238.81,,
TJHFA,,,,,81.609,,
RJU3H,,,,,229.69,,
QZ94G,,,,,136.27,,
Y9930,,,,,124.45,,
DNZD8,,,,,199.7,,
UTLK1,,,,,223.81,,
FL7X4,,,,,111.77,,
Z6U1X,,,,,160.23,,
S9KOH,,,,,208.88,,
XQITP,,,,,108.58,,
MUI01,,,,,192.69,,
YPTHX,,,,,141.11,,
5US4Z,,,,,117.56,,
2Q2LA,,,,,188.12,,
3MAY9,,,,,161.81,,
4GWNV,,,,,90.02,,
8CJML,,,,,221.05,,
MY9UC,,,,,191.92,,
32MUM,,,,,128.3,,
STAFD,,,,,95.563,,
6Y0XA,,,,,152.83,,
W4MEA,,,,,127.68,,
E546V,,,,,249.83,,
6VT4U,,,,,129.04,,
EUMRR,,,,,279.74,,
04ZYD,,,,,168.33,,
DYGB7,,,,,164.95,,
S4EEQ,,,,,155.03,,
USM36,,,,,168.34,,
WKDPZ,,,,,96.094,,
IO712,,,,,129.4,,
MU6UQ,,,,,200.92,,
YW5C4,,,,,181.58,,
JXA4F,,,,,242.88,,
J0SZG,,,,,126.81,,
R4FOQ,,,,,219.8,,
XUTJZ,,,,,159.23,,
Z04NK,,,,,150.07,,
HPKU5,,,,,143.4,,
Q4SH4,,,,,122.35,,
ZS1P1,,,,,93.987,,
MUO4G,,,,,158.69,,
67MSU,,,,,133.49,,
01KML,,,,,63.799,,
AWGMW,,,,,158.39,,
92II5,,,,,165.49,,
XJH5D,,,,,241.97,,
7WIKW,,,,,181.38,,
Y4LT8,,,,,235.55,,
291LH,,,,,117.56,,
KTQEL,,,,,169.6,,
Y6ZJI,,,,,154.69,,
Z2UX3,,,,,241.42,,
TFVSF,,,,,189.23,,
UU5XI,,,,,219.86,,
YLGF5,,,,,158.96,,
WJEVU,,,,,79.579,,
3UO56,,,,,190.45,,
T9DF0,,,,,176.22,,
MRNFI,,,,,133.1,,
LD011,,,,,187.45,,
WFUK2,,,,,254.63,,
77HDM,,,,,267.09,,
FRC6O,,,,,108.3,,
WIPMO,,,,,168.67,,
2Z0LU,,,,,90.524,,
6IIV9,,,,,178.38,,
KPWKY,,,,,180.02,,
406LH,,,,,115.13,,
4N5P9,,,,,218.97,,
F1GWF,,,,,133.34,,
37Y0B,,,,,154.55,,
OX3BI,,,,,89.287,,
5BQMX,,,,,166.12,,
NXNTF,,,,,133.81,,
VTICD,,,,,148.89,,
R0ZAU,,,,,240.94,,
J3KT5,,,,,74.999,,
3TK88,,,,,144.44,,
XKGMC,,,,,230.6,,
MA1ON,,,,,94.304,,
Y3NN8,,,,,130.08,,
PDA4B,,,,,64.783,,
MHTRY,,,,,150.06,,
L62J5,,,,,142.45,,
3X52E,,,,,180.37,,
LX54K,,,,,246.09,,
H8S4L,,,,,228.4,,
AQXBN,,,,,202.63,,
5E8IN,,,,,77.596,,
5T607,,,,,90.552,,
4DWGO,,,,,157.34,,
MZ9X7,,,,,164.25,,
JXS3A,,,,,111.73,,
GNNAE,,,,,230.2,,
TS880,,,,,103.52,,
GW2Y8,,,,,169.51,,
M0RUS,,,,,242.88,,
G1BT8,,,,,154.84,,
WN38A,,,,,170.26,,
X8KIS,,,,,154.43,,
SXFG6,,,,,181.79,,
K801K,,,,,53.042,,
XNO6M,,,,,229.43,,
WGUW8,,,,,225.08,,
WT9CR,,,,,161.24,,
TNOBD,,,,,196.83,,
GA4EI,,,,,161.98,,
8VQBR,,,,,146.02,,
Z0IE9,,,,,239.47,,
24B2K,,,,,128.25,,
KX90W,,,,,192.58,,
44Q8A,,,,,117.23,,
T2FSV,,,,,183.57,,
RLS2I,,,,,187.41,,
FM5D5,,,,,162.1,,
YUCU2,,,,,228.14,,
3ZOI4,,,,,151.3,,
AEA8P,,,,,156.66,,
TFQNW,,,,,130.87,,
X2LBW,,,,,151.33,,
UPL9S,,,,,180.35,,
8V9OD,,,,,169.76,,
TOY9V,,,,,272.56,,
XKJAD,,,,,141.37,,
2C253,,,,,141.09,,
TXQWJ,,,,,216.13,,
CMI7U,,,,,141.18,,
W20LY,,,,,159.26,,
VACHI,,,,,128.45,,
7WJUW,,,,,132.13,,
COA6E,,,,,152.66,,
8DE6J,,,,,170.32,,
VUOQF,,,,,163.92,,
MO4WK,,,,,110.79,,
OJIEC,,,,,212.61,,
3HVKR,,,,,137.98,,
A921H,,,,,146.41,,
ZVV1Y,,,,,162.41,,
SLMQF,,,,,167.12,,
950Z0,,,,,163.28,,
BVBZF,,,,,185.99,,
MI7WU,,,,,131.5,,
DQ0EE,,,,,166.01,,
FVTEU,,,,,75.109,,
HY45L,,,,,242.34,,
61WIS,,,,,113.36,,
M8MP0,,,,,87.399,,
OWZCZ,,,,,197,,
SYUNE,,,,,218.39,,
WZA37,,,,,163.74,,
A3MOW,,,,,110.87,,
UK8KW,,,,,257.11,,
NAWO1,,,,,162.89,,
ZL55N,,,,,158.98,,
23Y3I,,,,,169.88,,
4WYQ5,,,,,187.46,,
LTQS9,,,,,199.53,,
ZCH1J,,,,,156.08,,
15TWQ,,,,,218.21,,
SFK5D,,,,,149.65,,
3064K,,,,,160.22,,
S1FYN,,,,,142.6,,
A0CZE,,,,,160.88,,
RGHT9,,,,,146.17,,
V7LTE,,,,,146.8,,
R3Z2O,,,,,123.71,,
CX5ZM,,,,,182.79,,
FIAJM,,,,,189.73,,
3GA59,,,,,241.69,,
2WX2Z,,,,,125.92,,
Y4MW3,,,,,197.64,,
SJQVM,,,,,153.61,,
M8NZA,,,,,258.91,,
F5TL0,,,,,158.45,,
ZG8KO,,,,,232.05,,
U3ANG,,,,,207.06,,
LOBSL,,,,,89.104,,
0GYRH,,,,,197.67,,
U3EH7,,,,,136.7,,
WA3CG,,,,,238.29,,
7LYA9,,,,,108.7,,
ETQYM,,,,,213.72,,
1221S,,,,,153.79,,
MAO8N,,,,,169.8,,
AD9MO,,,,,182.75,,
PVCFQ,,,,,234.46,,
PKEZI,,,,,147.48,,
D6D85,,,,,127.55,,
W3CPB,,,,,115.36,,
L0OUW,,,,,152.83,,
N1FIJ,,,,,132.32,,
IEXTB,,,,,172.81,,
AB06W,,,,,195.44,,
BI4PK,,,,,234.6,,
2L7MW,,,,,173.26,,
7HWS7,,,,,94.475,,
MZGMN,,,,,235.29,,
LK3BW,,,,,177.8,,
L36YT,,,,,86.551,,
RXF2Q,,,,,149.95,,
6MCD9,,,,,168.35,,
MBL7E,,,,,152.76,,
75HNO,,,,,100.04,,
H7Y0J,,,,,145.67,,
QRM8K,,,,,104.37,,
YUGJJ,,,,,168.86,,
NOP6W,,,,,77.43,,
8ZHLV,,,,,211.26,,
T5MLJ,,,,,132.19,,
IIFVE,,,,,155.34,,
DDUXF,,,,,219.3,,
9T11N,,,,,109.82,,
S3TR3,,,,,127.42,,
M4FW0,,,,,155.44,,
PM1VD,,,,,159.96,,
WJ1E7,,,,,159.32,,
XJVQL,,,,,212.45,,
ZYYKH,,,,,138.27,,
4S3UZ,,,,,208.01,,
IKJB4,,,,,174.06,,
RV11J,,,,,142.58,,
U6EKW,,,,,230.82,,
PB0JI,,,,,119.63,,
TW3RS,,,,,189.38,,
KW3BO,,,,,155.65,,
8K380,,,,,162.35,,
07LG5,,,,,206.83,,
3SDJE,,,,,199.29,,
AHZWF,,,,,122.15,,
LQ0LM,,,,,130.37,,
E0AEN,,,,,126.25,,
R3O7U,,,,,165.19,,
VSR11,,,,,145.51,,
XNR76,,,,,142.71,,
OFB7A,,,,,248.02,,
Z2MBK,,,,,179.37,,
3J639,,,,,206.23,,
3VRTT,,,,,157.59,,
WSB7W,,,,,151.59,,
QVYE2,,,,,150.75,,
9OP4S,,,,,137.31,,
67DPO,,,,,148.03,,
HVZUQ,,,,,248.03,,
VFS9P,,,,,189.07,,
2ODLD,,,,,190.81,,
TYHA8,,,,,165.42,,
WSS0V,,,,,232.12,,
E7FGK,,,,,110.32,,
29E4A,,,,,107.66,,
KVYBY,,,,,193.36,,
LC2T0,,,,,145.9,,
YXBXH,,,,,165.22,,
VKDLS,,,,,149.37,,
HWHLG,,,,,164.13,,
QH3FK,,,,,170.74,,
X3FAP,,,,,144.98,,
MPUJ7,,,,,203.98,,
YAXGX,,,,,171.15,,
ZI2XH,,,,,103.33,,
7TJ60,,,,,139.33,,
GL38X,,,,,204.48,,
BPDTY,,,,,129.28,,
R1X8P,,,,,126.31,,
REH2U,,,,,46.181,,
XXMN1,,,,,164.69,,
TGKHG,,,,,162.13,,
4IJ5X,,,,,121.33,,
JD3KW,,,,,226.74,,
05124,,,,,154.94,,
LNEAG,,,,,173.52,,
YGQ7E,,,,,167.28,,
UG0TA,,,,,163.99,,
P3EW1,,,,,230.19,,
9J074,,,,,173.3,,
J27HW,,,,,139.67,,
MZK2X,,,,,167.11,,
TD6CM,,,,,154.3,,
NDBXV,,,,,131.13,,
5EDX4,,,,,166.44,,
G99VH,,,,,210.21,,
D5SB7,,,,,224.11,,
9LF40,,,,,143.05,,
LG73V,,,,,179.09,,
7FQ5Q,,,,,169.94,,
51ZY5,,,,,90.328,,
D548M,,,,,220.3,,
MIRSU,,,,,175.74,,
FN71T,,,,,245.57,,
YMT5U,,,,,161.96,,
M3S4D,,,,,162.62,,
PLH9O,,,,,294.06,,
WEIJ6,,,,,95.184,,
F8E1N,,,,,196.11,,
VLMII,,,,,108.97,,
BXRSI,,,,,143.37,,
W4C5O,,,,,191.77,,
WVY77,,,,,159.59,,
SVPZT,,,,,85.436,,
C9VPX,,,,,142.34,,
MHQYD,,,,,138.58,,
1JYPW,,,,,216.45,,
M7BD4,,,,,173.12,,
OJVOV,,,,,103.1,,
4EM25,,,,,197.34,,
YNCFL,,,,,167.32,,
K5CRM,,,,,150.55,,
82XPD,,,,,148.83,,
I9TIU,,,,,218.32,,
CPG4Y,,,,,136.92,,
XZ9C0,,,,,107.47,,
S8TT8,,,,,205.97,,
NODDU,,,,,181.17,,
CNQA9,,,,,102.01,,
TIPUS,,,,,149.84,,
9UNLE,,,,,156.65,,
SSH5I,,,,,106.8,,
GLGQJ,,,,,133.34,,
003WS,,,,,115.18,,
QVQNK,,,,,123.66,,
TDD74,,,,,163.66,,
8M0ZV,,,,,155.91,,
S2A89,,,,,254.76,,
8YZ8X,,,,,63.818,,
TC015,,,,,154,,
0CFQV,,,,,164.14,,
BDFDE,,,,,159.76,,
4MKH4,,,,,164.68,,
Q34XB,,,,,146.16,,
PW6CO,,,,,97.865,,
BALXZ,,,,,122.85,,
GZ4ZZ,,,,,96.159,,
78N0Z,,,,,119.51,,
ZCG3J,,,,,233.48,,
0WLCJ,,,,,152.89,,
MCQO5,,,,,163.13,,
VKTYD,,,,,137.01,,
FKFU3,,,,,134.27,,
P2JL6,,,,,179.43,,
DSHVL,,,,,168.02,,
D32A4,,,,,167.55,,
WL1DJ,,,,,178.58,,
A21M5,,,,,149.04,,
75MO8,,,,,184.02,,
X3ASU,,,,,148.99,,
HYD3N,,,,,164.26,,
9QI0W,,,,,171.19,,
ABU7B,,,,,246.06,,
001YG,,,,,136.19,,
SNECW,,,,,170.05,,
X8I9J,,,,,192.74,,
VLX0E,,,,,149.49,,
QLB69,,,,,244.84,,
1PCR7,,,,,157.9,,
6AQVX,,,,,170.15,,
58JKZ,,,,,146.98,,
BN4VH,,,,,158.18,,
FO9B1,,,,,201.12,,
WDCGH,,,,,123.73,,
M1SRW,,,,,173.74,,
GYRNY,,,,,140.96,,
857S9,,,,,127.73,,
VSYFA,,,,,138.94,,
813XE,,,,,187.2,,
0RI7C,,,,,183.93,,
EMF9Q,,,,,237.36,,
H8XPL,,,,,169.53,,
SXI64,,,,,169.01,,
GG4UR,,,,,133.49,,
3W5GB,,,,,170.2,,
583F7,,,,,133.76,,
SCOML,,,,,162.01,,
O55V6,,,,,195.63,,
6WZ1K,,,,,236.35,,
NKOJ8,,,,,155.03,,
2H5YP,,,,,240.73,,
E3UFX,,,,,101.74,,
0NCWX,,,,,259.6,,
485I1,,,,,159.61,,
0DY8C,,,,,89.517,,
0WGTG,,,,,166.89,,
C0GSN,,,,,214.37,,
Y2DK5,,,,,162.42,,
O95PG,,,,,275.68,,
N4SA2,,,,,184.78,,
G64VQ,,,,,186.49,,
V34GF,,,,,191.62,,
R2YKH,,,,,107.58,,
XJY19,,,,,237.53,,
5S2ZU,,,,,106.93,,
IF7KE,,,,,175.26,,
EVGRN,,,,,129.72,,
QXEWQ,,,,,180.1,,
DW4YF,,,,,90.472,,
7CCM1,,,,,209.51,,
LY10X,,,,,227.64,,
QJPA0,,,,,130.52,,
BOC1T,,,,,149.37,,
0M6IY,,,,,121.42,,
6BXG4,,,,,144.84,,
CIG76,,,,,119.68,,
POHWK,,,,,139.21,,
G3OUM,,,,,175.5,,
PTA97,,,,,165.68,,
HP94W,,,,,120.24,,
XPDI1,,,,,136.58,,
F1OMV,,,,,172.61,,
80FWF,,,,,190.02,,
NXUA9,,,,,243.84,,
5RY3S,,,,,225.59,,
9XOED,,,,,254.02,,
LH6LE,,,,,161.88,,
M0AS3,,,,,156.92,,
CPF9H,,,,,128.64,,
I79Q6,,,,,185.49,,
6KDQO,,,,,261.56,,
827O1,,,,,207.61,,
XB4HN,,,,,176.93,,
AYF5C,,,,,206.34,,
KQYR0,,,,,130.75,,
OPJG1,,,,,104.61,,
L8HMR,,,,,173.22,,
HU409,,,,,122.55,,
55UAT,,,,,136.07,,
